batter,season_year,batting_team,matches,total_runs,total_balls,highest_score,fifties,hundreds,ducks,innings,batting_avg,strike_rate
Ashutosh Sharma,2025,Delhi Capitals,9,204,127,66,1,0,0,9,22.67,160.63
Atharva Taide,2023,Punjab Kings,7,186,129,66,2,0,1,7,26.57,144.19
Atharva Taide,2024,Punjab Kings,2,61,39,46,0,0,0,2,30.5,156.41
Atharva Taide,2025,Sunrisers Hyderabad,1,13,9,13,0,0,0,1,13.0,144.44
Avesh Khan,2019,Delhi Capitals,1,4,3,4,0,0,0,1,4.0,133.33
Avesh Khan,2021,Delhi Capitals,1,5,3,5,0,0,0,1,5.0,166.67
Avesh Khan,2022,Lucknow Super Giants,4,22,13,12,0,0,0,4,5.5,169.23
Avesh Khan,2023,Lucknow Super Giants,1,0,1,0,0,0,1,1,0.0,0.0
Avesh Khan,2024,Rajasthan Royals,2,10,5,7,0,0,0,2,5.0,200.0
Avesh Khan,2025,Lucknow Super Giants,4,21,12,19,0,0,1,3,7.0,175.0
Azhar Mahmood,2012,Kings XI Punjab,10,186,142,36,0,0,0,10,18.6,130.99
Azhar Mahmood,2013,Kings XI Punjab,10,196,154,80,2,0,2,10,19.6,127.27
Azhar Mahmood,2015,Kolkata Knight Riders,1,6,7,6,0,0,0,1,6.0,85.71
Azmatullah Omarzai,2024,Gujarat Titans,4,42,33,17,0,0,0,4,10.5,127.27
Azmatullah Omarzai,2025,Punjab Kings,5,57,41,21,0,0,0,5,11.4,139.02
B Akhil,2007,Royal Challengers Bangalore,7,46,31,27,0,0,1,7,6.57,148.39
B Akhil,2009,Royal Challengers Bangalore,3,17,15,9,0,0,1,3,5.67,113.33
B Akhil,2011,Kochi Tuskers Kerala,1,13,9,13,0,0,0,1,13.0,144.44
B Chipli,2007,Royal Challengers Bangalore,3,20,28,10,0,0,0,3,6.67,71.43
B Chipli,2011,Deccan Chargers,13,207,170,61,1,0,0,13,15.92,121.76
B Chipli,2012,Deccan Chargers,4,37,35,25,0,0,0,4,9.25,105.71
B Chipli,2013,Delhi Daredevils,1,16,18,16,0,0,0,1,16.0,88.89
B Indrajith,2022,Kolkata Knight Riders,3,21,30,15,0,0,1,3,7.0,70.0
B Kumar,2011,Pune Warriors,1,1,1,1,0,0,0,1,1.0,100.0
B Kumar,2012,Pune Warriors,8,40,40,11,0,0,0,8,5.0,100.0
B Kumar,2013,Pune Warriors,9,52,71,24,0,0,1,9,5.78,73.24
B Kumar,2014,Sunrisers Hyderabad,2,1,4,1,0,0,1,2,0.5,25.0
B Kumar,2015,Sunrisers Hyderabad,3,17,10,11,0,0,1,3,5.67,170.0
B Kumar,2016,Sunrisers Hyderabad,8,43,27,21,0,0,1,8,5.38,159.26
B Kumar,2017,Sunrisers Hyderabad,2,4,4,4,0,0,1,2,2.0,100.0
B Kumar,2018,Sunrisers Hyderabad,4,13,16,7,0,0,1,4,3.25,81.25
B Kumar,2019,Sunrisers Hyderabad,4,12,19,7,0,0,0,4,3.0,63.16
B Kumar,2020,Sunrisers Hyderabad,1,0,2,0,0,0,1,1,0.0,0.0
B Kumar,2021,Sunrisers Hyderabad,7,34,30,14,0,0,0,7,4.86,113.33
B Kumar,2022,Sunrisers Hyderabad,6,24,26,8,0,0,0,6,4.0,92.31
B Kumar,2023,Sunrisers Hyderabad,5,42,47,27,0,0,0,5,8.4,89.36
B Kumar,2024,Sunrisers Hyderabad,5,23,29,13,0,0,2,5,4.6,79.31
B Kumar,2025,Royal Challengers Bengaluru,6,14,25,8,0,0,1,6,2.33,56.0
B Laughlin,2013,Chennai Super Kings,2,4,9,4,0,0,1,2,2.0,44.44
B Laughlin,2018,Rajasthan Royals,2,1,4,1,0,0,1,2,0.5,25.0
B Lee,2007,Kings XI Punjab,3,17,13,16,0,0,1,3,5.67,130.77
B Lee,2009,Kings XI Punjab,7,39,43,14,0,0,1,7,5.57,90.7
B Lee,2011,Kolkata Knight Riders,4,5,9,2,0,0,0,4,1.25,55.56
B Lee,2012,Kolkata Knight Riders,3,42,20,25,0,0,0,3,14.0,210.0
B Lee,2013,Kolkata Knight Riders,2,21,12,16,0,0,0,2,10.5,175.0
B Sai Sudharsan,2022,Gujarat Titans,5,145,114,65,1,0,0,5,29.0,127.19
B Sai Sudharsan,2023,Gujarat Titans,8,362,256,96,3,0,0,8,45.25,141.41
B Sai Sudharsan,2024,Gujarat Titans,12,527,373,103,2,1,0,12,43.92,141.29
B Sai Sudharsan,2025,Gujarat Titans,15,759,486,108,6,1,0,15,50.6,156.17
B Stanlake,2018,Sunrisers Hyderabad,1,5,2,5,0,0,0,1,5.0,250.0
B Sumanth,2009,Deccan Chargers,4,35,37,16,0,0,0,4,8.75,94.59
BA Bhatt,2011,Kings XI Punjab,1,0,5,0,0,0,1,1,0.0,0.0
BA Bhatt,2012,Kings XI Punjab,1,6,2,6,0,0,0,1,6.0,300.0
BA Stokes,2017,Rising Pune Supergiant,11,316,221,103,1,1,0,11,28.73,142.99
BA Stokes,2018,Rajasthan Royals,12,196,161,45,0,0,1,12,16.33,121.74
BA Stokes,2019,Rajasthan Royals,9,123,99,46,0,0,1,9,13.67,124.24
BA Stokes,2020,Rajasthan Royals,8,285,200,107,1,1,0,8,35.62,142.5
BA Stokes,2021,Rajasthan Royals,1,0,3,0,0,0,1,1,0.0,0.0
BA Stokes,2023,Chennai Super Kings,2,15,14,8,0,0,0,2,7.5,107.14
BAW Mendis,2009,Kolkata Knight Riders,2,1,2,1,0,0,1,2,0.5,50.0
BAW Mendis,2013,Pune Warriors,1,2,4,2,0,0,0,1,2.0,50.0
BB McCullum,2007,Kolkata Knight Riders,4,188,92,158,0,1,0,4,47.0,204.35
BB McCullum,2009,Kolkata Knight Riders,18,400,350,84,3,0,2,18,22.22,114.29
BB McCullum,2011,Kochi Tuskers Kerala,13,357,275,81,1,0,2,13,27.46,129.82
BB McCullum,2012,Kolkata Knight Riders,12,289,283,56,1,0,0,12,24.08,102.12
BB McCullum,2013,Kolkata Knight Riders,1,6,7,6,0,0,0,1,6.0,85.71
BB McCullum,2014,Chennai Super Kings,14,405,333,71,3,0,0,14,28.93,121.62
BB McCullum,2015,Chennai Super Kings,14,436,280,100,2,1,0,14,31.14,155.71
BB McCullum,2016,Gujarat Lions,16,354,262,60,1,0,1,16,22.12,135.11
BB McCullum,2017,Gujarat Lions,11,320,220,72,2,0,0,11,29.09,145.45
BB McCullum,2018,Royal Challengers Bangalore,6,127,88,43,0,0,1,6,21.17,144.32
BB Samantray,2012,Deccan Chargers,1,2,2,2,0,0,0,1,2.0,100.0
BB Samantray,2013,Sunrisers Hyderabad,7,123,111,55,1,0,1,7,17.57,110.81
BB Sran,2016,Sunrisers Hyderabad,3,4,4,2,0,0,0,3,1.33,100.0
BB Sran,2018,Kings XI Punjab,3,3,7,2,0,0,1,3,1.0,42.86
BB Sran,2019,Mumbai Indians,1,3,3,3,0,0,0,1,3.0,100.0
BCJ Cutting,2014,Rajasthan Royals,1,8,6,8,0,0,0,1,8.0,133.33
BCJ Cutting,2016,Sunrisers Hyderabad,4,65,34,39,0,0,1,4,16.25,191.18
BCJ Cutting,2017,Sunrisers Hyderabad,3,51,26,20,0,0,0,3,17.0,196.15
BCJ Cutting,2018,Mumbai Indians,6,96,58,37,0,0,0,6,16.0,165.52
BCJ Cutting,2019,Mumbai Indians,3,18,17,13,0,0,0,3,6.0,105.88
BE Hendricks,2014,Kings XI Punjab,1,0,1,0,0,0,1,1,0.0,0.0
BE Hendricks,2015,Kings XI Punjab,1,1,2,1,0,0,0,1,1.0,50.0
BJ Haddin,2011,Kolkata Knight Riders,1,18,11,18,0,0,0,1,18.0,163.64
BJ Hodge,2007,Kolkata Knight Riders,3,12,17,10,0,0,0,3,4.0,70.59
BJ Hodge,2009,Kolkata Knight Riders,16,464,400,73,4,0,2,16,29.0,116.0
BJ Hodge,2011,Kochi Tuskers Kerala,14,285,236,51,1,0,1,14,20.36,120.76
BJ Hodge,2012,Rajasthan Royals,12,245,175,48,0,0,0,12,20.42,140.0
BJ Hodge,2013,Rajasthan Royals,14,293,218,54,1,0,1,14,20.93,134.4
BJ Hodge,2014,Rajasthan Royals,4,101,72,40,0,0,0,4,25.25,140.28
BJ Rohrer,2013,Delhi Daredevils,8,193,141,64,1,0,0,8,24.12,136.88
BKG Mendis,2025,Gujarat Titans,1,20,10,20,0,0,0,1,20.0,200.0
BMAJ Mendis,2013,Delhi Daredevils,3,23,27,12,0,0,1,3,7.67,85.19
BR Dunk,2014,Mumbai Indians,3,40,35,20,0,0,0,3,13.33,114.29
BR Sharath,2024,Gujarat Titans,1,2,5,2,0,0,0,1,2.0,40.0
Basil Thampi,2017,Gujarat Lions,5,28,28,13,0,0,1,5,5.6,100.0
Basil Thampi,2018,Sunrisers Hyderabad,1,3,6,3,0,0,0,1,3.0,50.0
Basil Thampi,2019,Sunrisers Hyderabad,1,1,1,1,0,0,0,1,1.0,100.0
Bipul Sharma,2009,Kings XI Punjab,2,9,7,8,0,0,0,2,4.5,128.57
Bipul Sharma,2011,Kings XI Punjab,3,23,18,16,0,0,0,3,7.67,127.78
Bipul Sharma,2012,Kings XI Punjab,4,72,47,35,0,0,0,4,18.0,153.19
Bipul Sharma,2015,Sunrisers Hyderabad,1,1,2,1,0,0,0,1,1.0,50.0
Bipul Sharma,2016,Sunrisers Hyderabad,4,51,25,27,0,0,0,4,12.75,204.0
Bipul Sharma,2017,Sunrisers Hyderabad,3,31,24,21,0,0,0,3,10.33,129.17
C Bosch,2025,Mumbai Indians,2,47,32,27,0,0,0,2,23.5,146.88
C Green,2023,Mumbai Indians,16,452,282,100,2,1,0,16,28.25,160.28
C Green,2024,Royal Challengers Bengaluru,12,255,178,46,0,0,0,12,21.25,143.26
C Madan,2009,Mumbai Indians,1,15,19,15,0,0,0,1,15.0,78.95
C Munro,2016,Kolkata Knight Riders,3,30,30,16,0,0,0,3,10.0,100.0
C Munro,2018,Delhi Daredevils,4,63,41,33,0,0,1,4,15.75,153.66
C Munro,2019,Delhi Capitals,4,84,70,40,0,0,0,4,21.0,120.0
C Nanda,2009,Mumbai Indians,1,0,1,0,0,0,1,1,0.0,0.0
C Sakariya,2021,Rajasthan Royals,5,16,25,7,0,0,1,5,3.2,64.0
C Sakariya,2023,Delhi Capitals,2,4,6,4,0,0,1,2,2.0,66.67
C de Grandhomme,2017,Kolkata Knight Riders,9,126,92,36,0,0,3,9,14.0,136.96
C de Grandhomme,2018,Royal Challengers Bangalore,8,131,84,40,0,0,0,8,16.38,155.95
C de Grandhomme,2019,Royal Challengers Bangalore,4,46,49,37,0,0,0,4,11.5,93.88
CA Ingram,2011,Delhi Daredevils,3,21,26,13,0,0,0,3,7.0,80.77
CA Ingram,2019,Delhi Capitals,12,184,154,47,0,0,0,12,15.33,119.48
CA Lynn,2012,Deccan Chargers,1,6,9,6,0,0,0,1,6.0,66.67
CA Lynn,2014,Kolkata Knight Riders,2,58,49,45,0,0,0,2,29.0,118.37
CA Lynn,2016,Kolkata Knight Riders,2,25,22,15,0,0,0,2,12.5,113.64
CA Lynn,2017,Kolkata Knight Riders,7,295,163,93,3,0,0,7,42.14,180.98
CA Lynn,2018,Kolkata Knight Riders,16,491,377,74,3,0,1,16,30.69,130.24
CA Lynn,2019,Kolkata Knight Riders,13,405,290,82,4,0,2,13,31.15,139.66
CA Lynn,2021,Mumbai Indians,1,49,35,49,0,0,0,1,49.0,140.0
CA Pujara,2009,Kolkata Knight Riders,6,122,115,45,0,0,0,6,20.33,106.09
CA Pujara,2011,Royal Challengers Bangalore,3,34,31,25,0,0,0,3,11.33,109.68
CA Pujara,2012,Royal Challengers Bangalore,3,17,22,11,0,0,1,3,5.67,77.27
CA Pujara,2013,Royal Challengers Bangalore,4,92,99,51,1,0,0,4,23.0,92.93
CA Pujara,2014,Kings XI Punjab,6,125,124,40,0,0,0,6,20.83,100.81
CH Gayle,2009,Kolkata Knight Riders,16,476,332,88,3,0,1,16,29.75,143.37
CH Gayle,2011,Royal Challengers Bangalore,12,608,332,107,3,2,2,12,50.67,183.13
CH Gayle,2012,Royal Challengers Bangalore,14,733,456,128,7,1,0,14,52.36,160.75
CH Gayle,2013,Royal Challengers Bangalore,16,720,459,175,4,1,0,16,45.0,156.86
CH Gayle,2014,Royal Challengers Bangalore,9,196,184,46,0,0,0,9,21.78,106.52
CH Gayle,2015,Royal Challengers Bangalore,14,491,333,117,2,1,0,14,35.07,147.45
CH Gayle,2016,Royal Challengers Bangalore,10,227,150,76,2,0,1,10,22.7,151.33
CH Gayle,2017,Royal Challengers Bangalore,9,200,163,77,1,0,2,9,22.22,122.7
CH Gayle,2018,Kings XI Punjab,11,368,252,104,3,1,1,11,33.45,146.03
CH Gayle,2019,Kings XI Punjab,13,490,319,99,4,0,0,13,37.69,153.61
CH Gayle,2020,Kings XI Punjab,7,295,212,99,3,0,0,7,42.14,139.15
CH Gayle,2021,Punjab Kings,10,193,154,46,0,0,1,10,19.3,125.32
CH Morris,2013,Chennai Super Kings,6,14,16,7,0,0,2,6,2.33,87.5
CH Morris,2015,Rajasthan Royals,7,76,46,34,0,0,1,7,10.86,165.22
CH Morris,2016,Delhi Daredevils,7,195,109,82,1,0,1,7,27.86,178.9
CH Morris,2017,Delhi Daredevils,8,154,94,52,1,0,0,8,19.25,163.83
CH Morris,2018,Delhi Daredevils,3,46,26,27,0,0,0,3,15.33,176.92
CH Morris,2019,Delhi Capitals,6,32,37,17,0,0,3,6,5.33,86.49
CH Morris,2020,Royal Challengers Bangalore,5,34,21,25,0,0,1,5,6.8,161.9
CH Morris,2021,Rajasthan Royals,7,67,49,36,0,0,2,7,9.57,136.73
CJ Anderson,2014,Mumbai Indians,11,265,181,95,1,0,0,11,24.09,146.41
CJ Anderson,2015,Mumbai Indians,4,114,97,55,2,0,0,4,28.5,117.53
CJ Anderson,2017,Delhi Daredevils,11,142,123,41,0,0,1,11,12.91,115.45
CJ Anderson,2018,Royal Challengers Bangalore,3,17,22,15,0,0,1,3,5.67,77.27
CJ Ferguson,2011,Pune Warriors,4,48,54,16,0,0,0,4,12.0,88.89
CJ Ferguson,2012,Pune Warriors,4,50,63,23,0,0,0,4,12.5,79.37
CJ Jordan,2016,Royal Challengers Bangalore,1,3,4,3,0,0,0,1,3.0,75.0
CJ Jordan,2017,Sunrisers Hyderabad,1,0,1,0,0,0,1,1,0.0,0.0
CJ Jordan,2020,Kings XI Punjab,4,29,31,13,0,0,0,4,7.25,93.55
CJ Jordan,2021,Punjab Kings,2,32,21,30,0,0,0,2,16.0,152.38
CJ Jordan,2022,Chennai Super Kings,2,11,8,6,0,0,0,2,5.5,137.5
CJ Jordan,2023,Mumbai Indians,2,6,12,4,0,0,0,2,3.0,50.0
CJ McKay,2012,Mumbai Indians,1,8,15,8,0,0,0,1,8.0,53.33
CK Kapugedera,2007,Chennai Super Kings,3,16,23,8,0,0,1,3,5.33,69.57
CK Langeveldt,2009,Kolkata Knight Riders,1,0,1,0,0,0,1,1,0.0,0.0
CK Langeveldt,2011,Royal Challengers Bangalore,1,8,8,8,0,0,0,1,8.0,100.0
CL White,2007,Royal Challengers Bangalore,8,114,102,31,0,0,1,8,14.25,111.76
CL White,2009,Royal Challengers Bangalore,5,48,33,21,0,0,0,5,9.6,145.45
CL White,2011,Deccan Chargers,6,104,109,31,0,0,0,6,17.33,95.41
CL White,2012,Deccan Chargers,13,479,320,78,5,0,1,13,36.85,149.69
CL White,2013,Sunrisers Hyderabad,13,226,196,52,1,0,2,13,17.38,115.31
CM Gautam,2013,Delhi Daredevils,3,44,34,30,0,0,0,3,14.67,129.41
CM Gautam,2014,Mumbai Indians,9,121,111,33,0,0,0,9,13.44,109.01
CM Gautam,2015,Delhi Daredevils,1,4,5,4,0,0,0,1,4.0,80.0
CR Brathwaite,2016,Delhi Daredevils,6,83,38,34,0,0,0,6,13.83,218.42
CR Brathwaite,2017,Delhi Daredevils,2,12,15,11,0,0,0,2,6.0,80.0
CR Brathwaite,2018,Sunrisers Hyderabad,4,75,48,43,0,0,0,4,18.75,156.25
CR Brathwaite,2019,Kolkata Knight Riders,2,11,10,6,0,0,0,2,5.5,110.0
CR Woakes,2017,Kolkata Knight Riders,7,46,47,18,0,0,0,7,6.57,97.87
CR Woakes,2018,Royal Challengers Bangalore,4,17,19,11,0,0,1,4,4.25,89.47
CR Woakes,2021,Delhi Capitals,1,15,11,15,0,0,0,1,15.0,136.36
CRD Fernando,2007,Mumbai Indians,1,2,1,2,0,0,0,1,2.0,200.0
CRD Fernando,2009,Mumbai Indians,1,2,2,2,0,0,0,1,2.0,100.0
CV Varun,2020,Kolkata Knight Riders,3,10,15,7,0,0,0,3,3.33,66.67
CV Varun,2021,Kolkata Knight Riders,2,2,4,2,0,0,1,2,1.0,50.0
CV Varun,2022,Kolkata Knight Riders,3,12,18,10,0,0,0,3,4.0,66.67
CV Varun,2023,Kolkata Knight Riders,2,1,9,1,0,0,1,2,0.5,11.11
CV Varun,2025,Kolkata Knight Riders,1,1,1,1,0,0,0,1,1.0,100.0
D Brevis,2022,Mumbai Indians,7,161,113,49,0,0,0,7,23.0,142.48
D Brevis,2024,Mumbai Indians,3,69,59,46,0,0,1,3,23.0,116.95
D Brevis,2025,Chennai Super Kings,6,225,125,57,2,0,1,6,37.5,180.0
D Ferreira,2024,Rajasthan Royals,2,8,11,7,0,0,0,2,4.0,72.73
D Ferreira,2025,Delhi Capitals,1,1,3,1,0,0,0,1,1.0,33.33
D Kalyankrishna,2007,Deccan Chargers,1,3,8,3,0,0,0,1,3.0,37.5
D Padikkal,2020,Royal Challengers Bangalore,15,473,379,74,5,0,0,15,31.53,124.8
D Padikkal,2021,Royal Challengers Bangalore,14,411,328,101,1,1,2,14,29.36,125.3
D Padikkal,2022,Rajasthan Royals,17,376,306,54,1,0,1,17,22.12,122.88
D Padikkal,2023,Rajasthan Royals,11,261,200,52,2,0,0,11,23.73,130.5
D Padikkal,2024,Lucknow Super Giants,7,38,53,13,0,0,2,7,5.43,71.7
D Padikkal,2025,Royal Challengers Bengaluru,10,247,164,61,2,0,1,10,24.7,150.61
D Pretorius,2022,Chennai Super Kings,5,44,28,22,0,0,1,5,8.8,157.14
D Salunkhe,2007,Rajasthan Royals,3,33,24,26,0,0,0,3,11.0,137.5
D Wiese,2015,Royal Challengers Bangalore,7,122,86,47,0,0,0,7,17.43,141.86
D Wiese,2016,Royal Challengers Bangalore,1,5,4,5,0,0,0,1,5.0,125.0
D Wiese,2023,Kolkata Knight Riders,3,21,11,12,0,0,0,3,7.0,190.91
D du Preez,2009,Royal Challengers Bangalore,1,10,13,10,0,0,0,1,10.0,76.92
DA Miller,2012,Kings XI Punjab,6,98,75,34,0,0,0,6,16.33,130.67
DA Miller,2013,Kings XI Punjab,12,418,254,101,3,1,0,12,34.83,164.57
DA Miller,2014,Kings XI Punjab,16,446,299,66,3,0,0,16,27.88,149.16
DA Miller,2015,Kings XI Punjab,13,357,267,89,2,0,0,13,27.46,133.71
DA Miller,2016,Kings XI Punjab,13,161,131,31,0,0,1,13,12.38,122.9
DA Miller,2017,Kings XI Punjab,4,83,80,30,0,0,0,4,20.75,103.75
DA Miller,2018,Kings XI Punjab,3,74,64,26,0,0,0,3,24.67,115.62
DA Miller,2019,Kings XI Punjab,10,213,164,59,1,0,0,10,21.3,129.88
DA Miller,2021,Rajasthan Royals,8,124,113,62,1,0,1,8,15.5,109.73
DA Miller,2022,Gujarat Titans,16,481,337,94,2,0,0,16,30.06,142.73
DA Miller,2023,Gujarat Titans,13,259,178,46,0,0,1,13,19.92,145.51
DA Miller,2024,Gujarat Titans,9,210,139,55,1,0,0,9,23.33,151.08
DA Miller,2025,Lucknow Super Giants,10,153,120,27,0,0,0,10,15.3,127.5
DA Warner,2009,Delhi Daredevils,18,445,323,107,2,1,3,18,24.72,137.77
DA Warner,2011,Delhi Daredevils,13,324,276,77,3,0,0,13,24.92,117.39
DA Warner,2012,Delhi Daredevils,8,256,156,109,1,1,0,8,32.0,164.1
DA Warner,2013,Delhi Daredevils,16,410,324,77,4,0,2,16,25.62,126.54
DA Warner,2014,Sunrisers Hyderabad,14,528,375,90,6,0,1,14,37.71,140.8
DA Warner,2015,Sunrisers Hyderabad,14,562,359,91,7,0,0,14,40.14,156.55
DA Warner,2016,Sunrisers Hyderabad,17,848,560,93,9,0,1,17,49.88,151.43
DA Warner,2017,Sunrisers Hyderabad,14,641,452,126,4,1,0,14,45.79,141.81
DA Warner,2019,Sunrisers Hyderabad,12,692,481,100,8,1,0,12,57.67,143.87
DA Warner,2020,Sunrisers Hyderabad,16,548,408,85,4,0,0,16,34.25,134.31
DA Warner,2021,Sunrisers Hyderabad,8,197,184,57,2,0,1,8,24.62,107.07
DA Warner,2022,Delhi Capitals,12,432,287,92,5,0,1,12,36.0,150.52
DA Warner,2023,Delhi Capitals,14,516,392,86,6,0,2,14,36.86,131.63
DA Warner,2024,Delhi Capitals,8,168,125,52,1,0,0,8,21.0,134.4
DAJ Bracewell,2012,Delhi Daredevils,1,12,9,12,0,0,0,1,12.0,133.33
DB Das,2007,Kolkata Knight Riders,6,103,94,31,0,0,1,6,17.17,109.57
DB Das,2012,Kolkata Knight Riders,10,126,93,35,0,0,0,10,12.6,135.48
DB Das,2013,Kolkata Knight Riders,6,75,74,23,0,0,0,6,12.5,101.35
DB Ravi Teja,2007,Deccan Chargers,6,109,82,40,0,0,0,6,18.17,132.93
DB Ravi Teja,2009,Deccan Chargers,6,65,70,27,0,0,0,6,10.83,92.86
DB Ravi Teja,2011,Deccan Chargers,9,183,144,60,1,0,0,9,20.33,127.08
DB Ravi Teja,2012,Deccan Chargers,2,4,4,4,0,0,1,2,2.0,100.0
DB Ravi Teja,2013,Sunrisers Hyderabad,2,14,17,10,0,0,0,2,7.0,82.35
DE Bollinger,2009,Chennai Super Kings,2,18,17,16,0,0,0,2,9.0,105.88
DE Bollinger,2011,Chennai Super Kings,1,0,1,0,0,0,1,1,0.0,0.0
DE Bollinger,2012,Chennai Super Kings,1,3,5,3,0,0,0,1,3.0,60.0
DG Nalkande,2023,Gujarat Titans,1,0,1,0,0,0,1,1,0.0,0.0
DG Nalkande,2024,Gujarat Titans,1,12,11,12,0,0,0,1,12.0,109.09
DH Yagnik,2011,Rajasthan Royals,4,16,22,10,0,0,0,4,4.0,72.73
DH Yagnik,2012,Rajasthan Royals,3,25,13,10,0,0,0,3,8.33,192.31
DH Yagnik,2013,Rajasthan Royals,9,125,96,34,0,0,1,9,13.89,130.21
DH Yagnik,2014,Rajasthan Royals,1,4,6,4,0,0,0,1,4.0,66.67
DJ Bravo,2007,Mumbai Indians,7,178,134,64,1,0,0,7,25.43,132.84
DJ Bravo,2009,Mumbai Indians,18,279,256,70,2,0,0,18,15.5,108.98
DJ Bravo,2011,Chennai Super Kings,2,11,6,6,0,0,0,2,5.5,183.33
DJ Bravo,2012,Chennai Super Kings,16,371,264,48,0,0,0,16,23.19,140.53
DJ Bravo,2013,Chennai Super Kings,12,121,106,23,0,0,0,12,10.08,114.15
DJ Bravo,2014,Chennai Super Kings,1,8,3,8,0,0,0,1,8.0,266.67
DJ Bravo,2015,Chennai Super Kings,13,195,148,62,1,0,1,13,15.0,131.76
DJ Bravo,2016,Gujarat Lions,12,99,82,22,0,0,1,12,8.25,120.73
DJ Bravo,2018,Chennai Super Kings,10,141,91,68,1,0,1,10,14.1,154.95
DJ Bravo,2019,Chennai Super Kings,8,80,66,27,0,0,1,8,10.0,121.21
DJ Bravo,2020,Chennai Super Kings,2,7,6,7,0,0,1,2,3.5,116.67
DJ Bravo,2021,Chennai Super Kings,3,47,18,23,0,0,0,3,15.67,261.11
DJ Bravo,2022,Chennai Super Kings,6,23,24,12,0,0,1,6,3.83,95.83
DJ Harris,2012,Deccan Chargers,4,111,101,47,0,0,0,4,27.75,109.9
DJ Hooda,2015,Rajasthan Royals,9,151,95,54,1,0,0,9,16.78,158.95
DJ Hooda,2016,Sunrisers Hyderabad,15,144,121,34,0,0,0,15,9.6,119.01
DJ Hooda,2017,Sunrisers Hyderabad,6,78,52,19,0,0,0,6,13.0,150.0
DJ Hooda,2018,Sunrisers Hyderabad,8,87,81,32,0,0,0,8,10.88,107.41
DJ Hooda,2019,Sunrisers Hyderabad,7,64,63,20,0,0,1,7,9.14,101.59
DJ Hooda,2020,Kings XI Punjab,5,102,72,62,1,0,1,5,20.4,141.67
DJ Hooda,2021,Punjab Kings,11,160,123,64,1,0,1,11,14.55,130.08
DJ Hooda,2022,Lucknow Super Giants,14,451,330,59,4,0,0,14,32.21,136.67
DJ Hooda,2023,Lucknow Super Giants,12,84,90,17,0,0,0,12,7.0,93.33
DJ Hooda,2024,Lucknow Super Giants,9,145,105,50,1,0,1,9,16.11,138.1
DJ Hooda,2025,Chennai Super Kings,5,31,41,22,0,0,1,5,6.2,75.61
DJ Hussey,2007,Kolkata Knight Riders,13,319,259,71,2,0,2,13,24.54,123.17
DJ Hussey,2009,Kolkata Knight Riders,10,192,145,43,0,0,1,10,19.2,132.41
DJ Hussey,2011,Kings XI Punjab,8,64,63,21,0,0,2,8,8.0,101.59
DJ Hussey,2012,Kings XI Punjab,15,396,305,68,2,0,0,15,26.4,129.84
DJ Hussey,2013,Kings XI Punjab,11,235,209,41,0,0,0,11,21.36,112.44
DJ Hussey,2014,Chennai Super Kings,4,116,94,50,1,0,0,4,29.0,123.4
DJ Jacobs,2011,Mumbai Indians,6,92,88,32,0,0,0,6,15.33,104.55
DJ Jacobs,2012,Mumbai Indians,1,0,10,0,0,0,1,1,0.0,0.0
DJ Malan,2021,Punjab Kings,1,26,26,26,0,0,0,1,26.0,100.0
DJ Mitchell,2022,Rajasthan Royals,2,33,44,17,0,0,0,2,16.5,75.0
DJ Mitchell,2024,Chennai Super Kings,13,318,223,63,2,0,0,13,24.46,142.6
DJ Muthuswami,2015,Delhi Daredevils,1,1,3,1,0,0,0,1,1.0,33.33
DJ Thornely,2007,Mumbai Indians,4,39,53,30,0,0,1,4,9.75,73.58
DJ Willey,2022,Royal Challengers Bangalore,2,18,30,18,0,0,1,2,9.0,60.0
DJ Willey,2023,Royal Challengers Bangalore,3,35,32,20,0,0,0,3,11.67,109.38
DJG Sammy,2013,Sunrisers Hyderabad,9,174,132,60,1,0,1,9,19.33,131.82
DJG Sammy,2014,Sunrisers Hyderabad,9,108,91,29,0,0,1,9,12.0,118.68
DJG Sammy,2015,Royal Challengers Bangalore,2,13,18,7,0,0,0,2,6.5,72.22
DJM Short,2018,Rajasthan Royals,7,115,99,44,0,0,0,7,16.43,116.16
DL Chahar,2017,Rising Pune Supergiant,1,14,6,14,0,0,0,1,14.0,233.33
DL Chahar,2018,Chennai Super Kings,4,50,29,39,0,0,1,4,12.5,172.41
DL Chahar,2019,Chennai Super Kings,2,7,9,7,0,0,1,2,3.5,77.78
DL Chahar,2020,Chennai Super Kings,3,7,12,5,0,0,1,3,2.33,58.33
DL Chahar,2021,Chennai Super Kings,1,1,1,1,0,0,0,1,1.0,100.0
DL Chahar,2023,Chennai Super Kings,1,1,2,1,0,0,0,1,1.0,50.0
DL Chahar,2025,Mumbai Indians,4,37,25,28,0,0,1,4,9.25,148.0
DL Vettori,2009,Delhi Daredevils,6,67,59,29,0,0,0,6,11.17,113.56
DL Vettori,2011,Royal Challengers Bangalore,4,23,28,18,0,0,1,4,5.75,82.14
DL Vettori,2012,Royal Challengers Bangalore,6,31,26,20,0,0,0,6,5.17,119.23
DM Bravo,2017,Kolkata Knight Riders,1,6,5,6,0,0,0,1,6.0,120.0
DNT Zoysa,2007,Deccan Chargers,2,11,9,10,0,0,0,2,5.5,122.22
DP Conway,2022,Chennai Super Kings,7,252,173,87,3,0,1,7,36.0,145.66
